period,provider_name,provider_name_raw,encounter_count,total_wrvu,shifts_worked,hours_worked,location
2023-10,"Devlin, Sean","Devlin, Sean",177,614.24,,,CCD
2023-10,"Donovan, Laura","Donovan, Laura",215,676.32,,,CCD
2023-10,"Farley, Christopher","Farley, Christopher",37,114.81,,,CCD
2023-10,"Garrett, Steven","Garrett, Steven",46,150.82,,,CCD
2023-10,"Gibson, Amanda","Gibson, Amanda",99,357.37,,,CCD
2023-10,"Graves, Anya","Graves, Anya",59,208.21,,,CCD
2023-10,"Griffin, Jonathan","Griffin, Jonathan",61,226.18,,,CCD
2023-10,"Hale, Samantha","Hale, Samantha",113,384.52,,,CCD
2023-10,"Hammond, Derek","Hammond, Derek",120,452.15,,,CCD
2023-10,"Harmon, Julia","Harmon, Julia",98,256.21,,,CCD
2023-10,"Hassan, Omar","Hassan, Omar",180,692.72,,,CCD
2023-10,"Holloway, Timothy","Holloway, Timothy",114,348.38,,,CCD
2023-10,"Hudson, Gregory","Hudson, Gregory",225,728.62,,,CCD
2023-10,"Hughes, Nadia","Hughes, Nadia",28,96.58,,,CCD
2023-10,"Jensen, Alicia","Jensen, Alicia",109,365.95,,,CCD
2023-10,"Jordan, Matthew","Jordan, Matthew",130,382.13,,,CCD
2023-10,"Kaufman, Rebecca","Kaufman, Rebecca",153,527.69,,,CCD
2023-10,"Kent, Daniel","Kent, Daniel",24,85.98,,,CCD
2023-10,"Kimura, Leslie","Kimura, Leslie",231,809.35,,,CCD
2023-10,"Lawson, Charles","Lawson, Charles",90,288.34,,,CCD
2023-10,"Lim, Angela","Lim, Angela",119,392.84,,,CCD
2023-10,"Manning, Carolyn","Manning, Carolyn",115,369.79,,,CCD
2023-10,"McCoy, Ethan","McCoy, Ethan",165,548.68,,,CCD
2023-10,"Monroe, Brian","Monroe, Brian",218,609.07,,,CCD
2023-10,"Morton, Andrew","Morton, Andrew",116,408.28,,,CCD
2023-10,"Nash, Vanessa","Nash, Vanessa",96,307.31,,,CCD
2023-10,"Oliver, Jason","Oliver, Jason",154,508.54,,,CCD
2023-10,"Ortega, Carmen","Ortega, Carmen",77,245.73,,,CCD
2023-10,"Quinn, Robert","Quinn, Robert",58,192.93,,,CCD
2023-10,"Reyes, Diana","Reyes, Diana",42,127.07,,,CCD
2023-10,"Rivera, Carlos","Rivera, Carlos",109,333.69,,,CCD
2023-10,"Robinson, Tanya","Robinson, Tanya",52,168.08,,,CCD
2023-10,"Sato, Hiroshi","Sato, Hiroshi",143,415.02,,,CCD
2023-11,"Aldridge, Marcus","Aldridge, Marcus",63,223.74,,,CCD
2023-11,"Beckett, James","Beckett, James",60,180.45,,,CCD
2023-11,"Carver, Elena","Carver, Elena",62,211.83,,,CCD
2023-11,"Chen, David","Chen, David",95,326.22,,,CCD
2023-11,"Cheng, Michelle","Cheng, Michelle",140,451.61,,,CCD
2023-11,"Cordova, Isabel","Cordova, Isabel",49,159.2,,,CCD
2023-11,"Daley, Kevin","Daley, Kevin",155,524.32,,,CCD
2023-11,"Denton, Rachel","Denton, Rachel",103,370.54,,,CCD
2023-11,"Devlin, Sean","Devlin, Sean",136,453.63,,,CCD
2023-11,"Donovan, Laura","Donovan, Laura",127,397.48,,,CCD
2023-11,"Farley, Christopher","Farley, Christopher",52,169.83,,,CCD
2023-11,"Garrett, Steven","Garrett, Steven",30,98.27,,,CCD
2023-11,"Gibson, Amanda","Gibson, Amanda",102,350.82,,,CCD
2023-11,"Graves, Anya","Graves, Anya",67,218.21,,,CCD
2023-11,"Griffin, Jonathan","Griffin, Jonathan",44,155.12,,,CCD
2023-11,"Hale, Samantha","Hale, Samantha",88,291.46,,,CCD
2023-11,"Hammond, Derek","Hammond, Derek",77,292.8405,,,CCD
2023-11,"Harmon, Julia","Harmon, Julia",50,132.79,,,CCD
2023-11,"Hassan, Omar","Hassan, Omar",177,661.1,,,CCD
2023-11,"Holloway, Timothy","Holloway, Timothy",108,351.88,,,CCD
2023-11,"Hudson, Gregory","Hudson, Gregory",219,707.34,,,CCD
2023-11,"Hughes, Nadia","Hughes, Nadia",42,148.22,,,CCD
2023-11,"Jensen, Alicia","Jensen, Alicia",71,238.05,,,CCD
2023-11,"Jordan, Matthew","Jordan, Matthew",154,475.39,,,CCD
2023-11,"Kaufman, Rebecca","Kaufman, Rebecca",126,419.04,,,CCD
2023-11,"Kent, Daniel","Kent, Daniel",62,233.39,,,CCD
2023-11,"Kimura, Leslie","Kimura, Leslie",133,469.49,,,CCD
2023-11,"Lawson, Charles","Lawson, Charles",58,178.37,,,CCD
2023-11,"Lim, Angela","Lim, Angela",109,370.43,,,CCD
2023-11,"Manning, Carolyn","Manning, Carolyn",97,319.62,,,CCD
2023-11,"McCoy, Ethan","McCoy, Ethan",124,429.8,,,CCD
2023-11,"Monroe, Brian","Monroe, Brian",245,689.28,,,CCD
2023-11,"Morton, Andrew","Morton, Andrew",86,300.62,,,CCD
2023-11,"Nash, Vanessa","Nash, Vanessa",83,294.42,,,CCD
2023-11,"Oliver, Jason","Oliver, Jason",122,415.03,,,CCD
2023-11,"Ortega, Carmen","Ortega, Carmen",217,681.32,,,CCD
2023-11,"Park, Jennifer","Park, Jennifer",11,33.16,,,CCD
2023-11,"Quinn, Robert","Quinn, Robert",39,126.47,,,CCD
2023-11,"Reyes, Diana","Reyes, Diana",19,61.44,,,CCD
2023-11,"Rivera, Carlos","Rivera, Carlos",93,267.06,,,CCD
2023-11,"Robinson, Tanya","Robinson, Tanya",72,271.72,,,CCD
2023-11,"Santos, Marisol","Santos, Marisol",193,636.6,,,CCD
2023-11,"Sato, Hiroshi","Sato, Hiroshi",113,346.57,,,CCD
2023-12,"Aldridge, Marcus","Aldridge, Marcus",49,177.42,,,CCD
2023-12,"Beckett, James","Beckett, James",72,241.4,,,CCD
2023-12,"Carver, Elena","Carver, Elena",76,272.55,,,CCD
2023-12,"Chen, David","Chen, David",100,372.42,,,CCD
2023-12,"Cheng, Michelle","Cheng, Michelle",66,233.68,,,CCD
2023-12,"Cordova, Isabel","Cordova, Isabel",54,195.07,,,CCD
2023-12,"Daley, Kevin","Daley, Kevin",135,463.76,,,CCD
2023-12,"Denton, Rachel","Denton, Rachel",101,341.34,,,CCD
2023-12,"Devlin, Sean","Devlin, Sean",202,706.84,,,CCD
2023-12,"Donovan, Laura","Donovan, Laura",138,431.54,,,CCD
2023-12,"Farley, Christopher","Farley, Christopher",38,122.42,,,CCD
2023-12,"Garrett, Steven","Garrett, Steven",17,60.23,,,CCD
2023-12,"Gibson, Amanda","Gibson, Amanda",48,154.9,,,CCD
2023-12,"Graves, Anya","Graves, Anya",86,297.53,,,CCD
2023-12,"Griffin, Jonathan","Griffin, Jonathan",91,305.23,,,CCD
2023-12,"Hale, Samantha","Hale, Samantha",105,365.44,,,CCD
2023-12,"Hammond, Derek","Hammond, Derek",139,508.7305,,,CCD
2023-12,"Hassan, Omar","Hassan, Omar",186,701.09,,,CCD
2023-12,"Holloway, Timothy","Holloway, Timothy",105,326.02,,,CCD
2023-12,"Hudson, Gregory","Hudson, Gregory",217,663.03,,,CCD
2023-12,"Hughes, Nadia","Hughes, Nadia",61,227.98,,,CCD
2023-12,"Jensen, Alicia","Jensen, Alicia",79,263.58,,,CCD
2023-12,"Jordan, Matthew","Jordan, Matthew",142,415.37,,,CCD
2023-12,"Kaufman, Rebecca","Kaufman, Rebecca",119,379.62,,,CCD
2023-12,"Kent, Daniel","Kent, Daniel",30,123.95,,,CCD
2023-12,"Kimura, Leslie","Kimura, Leslie",148,502.7105,,,CCD
2023-12,"Lawson, Charles","Lawson, Charles",88,291.65,,,CCD
2023-12,"Lim, Angela","Lim, Angela",141,500.49,,,CCD
2023-12,"McCoy, Ethan","McCoy, Ethan",148,488.56,,,CCD
2023-12,"Monroe, Brian","Monroe, Brian",147,449.67,,,CCD
2023-12,"Morton, Andrew","Morton, Andrew",95,335.15,,,CCD
2023-12,"Nash, Vanessa","Nash, Vanessa",126,446.13,,,CCD
2023-12,"Oliver, Jason","Oliver, Jason",138,465.91,,,CCD
2023-12,"Ortega, Carmen","Ortega, Carmen",202,661.42,,,CCD
2023-12,"Park, Jennifer","Park, Jennifer",6,16.56,,,CCD
2023-12,"Quinn, Robert","Quinn, Robert",45,158.79,,,CCD
2023-12,"Reyes, Diana","Reyes, Diana",31,104.29,,,CCD
2023-12,"Rivera, Carlos","Rivera, Carlos",89,272.02,,,CCD
2023-12,"Robinson, Tanya","Robinson, Tanya",76,273.34,,,CCD
2023-12,"Santos, Marisol","Santos, Marisol",171,575.94,,,CCD
2023-12,"Sato, Hiroshi","Sato, Hiroshi",120,369.98,,,CCD
2024-01,"Aldridge, Marcus","Aldridge, Marcus",88,320.44,,,CCD
2024-01,"Beckett, James","Beckett, James",113,369.53,,,CCD
2024-01,"Carver, Elena","Carver, Elena",88,310.12,,,CCD
2024-01,"Chen, David","Chen, David",121,443.61,,,CCD
2024-01,"Cheng, Michelle","Cheng, Michelle",108,374.23,,,CCD
2024-01,"Cordova, Isabel","Cordova, Isabel",42,149.41,,,CCD
2024-01,"Daley, Kevin","Daley, Kevin",116,399.17,,,CCD
2024-01,"Denton, Rachel","Denton, Rachel",116,397.1,,,CCD
2024-01,"Devlin, Sean","Devlin, Sean",162,558.99,,,CCD
2024-01,"Donovan, Laura","Donovan, Laura",102,310.34,,,CCD
2024-01,"Farley, Christopher","Farley, Christopher",37,131.18,,,CCD
2024-01,"Franklin, Priya","Franklin, Priya",102,347.8,,,CCD
2024-01,"Garrett, Steven","Garrett, Steven",22,78.49,,,CCD
2024-01,"Gibson, Amanda","Gibson, Amanda",62,208.72,,,CCD
2024-01,"Graves, Anya","Graves, Anya",90,343.1,,,CCD
2024-01,"Griffin, Jonathan","Griffin, Jonathan",77,278.36,,,CCD
2024-01,"Hale, Samantha","Hale, Samantha",101,351.83,,,CCD
2024-01,"Hammond, Derek","Hammond, Derek",119,443.38,,,CCD
2024-01,"Hassan, Omar","Hassan, Omar",156,594.68,,,CCD
2024-01,"Holloway, Timothy","Holloway, Timothy",118,393.15,,,CCD
2024-01,"Hudson, Gregory","Hudson, Gregory",165,515.23,,,CCD
2024-01,"Hughes, Nadia","Hughes, Nadia",59,208.8,,,CCD
2024-01,"Jensen, Alicia","Jensen, Alicia",127,434.13,,,CCD
2024-01,"Jordan, Matthew","Jordan, Matthew",141,434.45,,,CCD
2024-01,"Kent, Daniel","Kent, Daniel",68,264.68,,,CCD
2024-01,"Kimura, Leslie","Kimura, Leslie",187,658.875,,,CCD
2024-01,"Lawson, Charles","Lawson, Charles",105,341.7,,,CCD
2024-01,"Lim, Angela","Lim, Angela",106,397.18,,,CCD
2024-01,"McCoy, Ethan","McCoy, Ethan",207,679.41,,,CCD
2024-01,"Monroe, Brian","Monroe, Brian",146,450.24,,,CCD
2024-01,"Morton, Andrew","Morton, Andrew",87,297.92,,,CCD
2024-01,"Nash, Vanessa","Nash, Vanessa",78,249.78,,,CCD
2024-01,"Oliver, Jason","Oliver, Jason",155,545.6,,,CCD
2024-01,"Ortega, Carmen","Ortega, Carmen",5,4.34,,,CCD
2024-01,"Quinn, Robert","Quinn, Robert",47,165.25,,,CCD
2024-01,"Reyes, Diana","Reyes, Diana",64,232.75,,,CCD
2024-01,"Rivera, Carlos","Rivera, Carlos",141,503.96,,,CCD
2024-01,"Robinson, Tanya","Robinson, Tanya",48,163.61,,,CCD
2024-01,"Santos, Marisol","Santos, Marisol",231,760.63,,,CCD
2024-01,"Sato, Hiroshi","Sato, Hiroshi",99,317.22,,,CCD
2024-02,"Aldridge, Marcus","Aldridge, Marcus",17,61.7,,,CCD
2024-02,"Beckett, James","Beckett, James",62,204.91,,,CCD
2024-02,"Carver, Elena","Carver, Elena",57,192.71,,,CCD
2024-02,"Chen, David","Chen, David",83,322.0,,,CCD
2024-02,"Cheng, Michelle","Cheng, Michelle",174,565.86,,,CCD
2024-02,"Cordova, Isabel","Cordova, Isabel",45,149.32,,,CCD
2024-02,"Daley, Kevin","Daley, Kevin",94,304.13,,,CCD
2024-02,"Denton, Rachel","Denton, Rachel",124,430.6162,,,CCD
2024-02,"Devlin, Sean","Devlin, Sean",169,589.38,,,CCD
2024-02,"Donovan, Laura","Donovan, Laura",130,407.07,,,CCD
2024-02,"Farley, Christopher","Farley, Christopher",39,152.32,,,CCD
2024-02,"Franklin, Priya","Franklin, Priya",186,624.25,,,CCD
2024-02,"Garrett, Steven","Garrett, Steven",50,176.42,,,CCD
2024-02,"Gibson, Amanda","Gibson, Amanda",66,238.4,,,CCD
2024-02,"Graves, Anya","Graves, Anya",87,302.56,,,CCD
2024-02,"Griffin, Jonathan","Griffin, Jonathan",72,259.05,,,CCD
2024-02,"Hale, Samantha","Hale, Samantha",123,448.28,,,CCD
2024-02,"Hammond, Derek","Hammond, Derek",133,479.4305,,,CCD
2024-02,"Harmon, Julia","Harmon, Julia",52,144.11,,,CCD
2024-02,"Hassan, Omar","Hassan, Omar",204,784.78,,,CCD
2024-02,"Holloway, Timothy","Holloway, Timothy",124,423.31,,,CCD
2024-02,"Hughes, Nadia","Hughes, Nadia",59,216.66,,,CCD
2024-02,"Jensen, Alicia","Jensen, Alicia",99,343.16,,,CCD
2024-02,"Jordan, Matthew","Jordan, Matthew",157,477.75,,,CCD
2024-02,"Kent, Daniel","Kent, Daniel",69,281.41,,,CCD
2024-02,"Kimura, Leslie","Kimura, Leslie",174,611.521,,,CCD
2024-02,"Lawson, Charles","Lawson, Charles",121,361.83,,,CCD
2024-02,"Lim, Angela","Lim, Angela",116,410.35,,,CCD
2024-02,"McCoy, Ethan","McCoy, Ethan",138,470.14,,,CCD
2024-02,"Monroe, Brian","Monroe, Brian",182,528.64,,,CCD
2024-02,"Morton, Andrew","Morton, Andrew",69,254.84,,,CCD
2024-02,"Nash, Vanessa","Nash, Vanessa",58,176.98,,,CCD
2024-02,"Oliver, Jason","Oliver, Jason",150,510.15,,,CCD
2024-02,"Quinn, Robert","Quinn, Robert",45,151.16,,,CCD
2024-02,"Reyes, Diana","Reyes, Diana",18,60.83,,,CCD
2024-02,"Rivera, Carlos","Rivera, Carlos",102,347.36,,,CCD
2024-02,"Robinson, Tanya","Robinson, Tanya",101,354.03,,,CCD
2024-02,"Santos, Marisol","Santos, Marisol",173,569.13,,,CCD
2024-02,"Sato, Hiroshi","Sato, Hiroshi",119,317.63,,,CCD
2024-03,"Aldridge, Marcus","Aldridge, Marcus",43,170.95,,,CCD
2024-03,"Barlow, Stephanie","Barlow, Stephanie",134,500.51,,,CCD
2024-03,"Beckett, James","Beckett, James",41,136.97,,,CCD
2024-03,"Carver, Elena","Carver, Elena",101,374.8,,,CCD
2024-03,"Chen, David","Chen, David",121,446.76,,,CCD
2024-03,"Cheng, Michelle","Cheng, Michelle",128,435.11,,,CCD
2024-03,"Cordova, Isabel","Cordova, Isabel",48,167.31,,,CCD
2024-03,"Daley, Kevin","Daley, Kevin",178,601.43,,,CCD
2024-03,"Denton, Rachel","Denton, Rachel",107,378.8405,,,CCD
2024-03,"Devlin, Sean","Devlin, Sean",234,838.76,,,CCD
2024-03,"Donovan, Laura","Donovan, Laura",125,398.07,,,CCD
2024-03,"Farley, Christopher","Farley, Christopher",51,195.07,,,CCD
2024-03,"Franklin, Priya","Franklin, Priya",175,574.0,,,CCD
2024-03,"Garrett, Steven","Garrett, Steven",45,151.89,,,CCD
2024-03,"Gibson, Amanda","Gibson, Amanda",54,202.48,,,CCD
2024-03,"Graves, Anya","Graves, Anya",89,304.61,,,CCD
2024-03,"Griffin, Jonathan","Griffin, Jonathan",65,238.85,,,CCD
2024-03,"Hale, Samantha","Hale, Samantha",130,476.82,,,CCD
2024-03,"Hammond, Derek","Hammond, Derek",120,457.461,,,CCD
2024-03,"Harmon, Julia","Harmon, Julia",121,317.18,,,CCD
2024-03,"Hassan, Omar","Hassan, Omar",171,644.67,,,CCD
2024-03,"Holloway, Timothy","Holloway, Timothy",71,234.945,,,CCD
2024-03,"Hughes, Nadia","Hughes, Nadia",61,213.94,,,CCD
2024-03,"Jensen, Alicia","Jensen, Alicia",136,465.35,,,CCD
2024-03,"Jordan, Matthew","Jordan, Matthew",184,573.6,,,CCD
2024-03,"Kaufman, Rebecca","Kaufman, Rebecca",35,97.61,,,CCD
2024-03,"Kent, Daniel","Kent, Daniel",66,219.31,,,CCD
2024-03,"Kimura, Leslie","Kimura, Leslie",142,470.731,,,CCD
2024-03,"Lawson, Charles","Lawson, Charles",85,274.02,,,CCD
2024-03,"Lim, Angela","Lim, Angela",100,337.78,,,CCD
2024-03,"McCoy, Ethan","McCoy, Ethan",174,574.06,,,CCD
2024-03,"Monroe, Brian","Monroe, Brian",183,623.7,,,CCD
2024-03,"Morton, Andrew","Morton, Andrew",36,125.88,,,CCD
2024-03,"Nash, Vanessa","Nash, Vanessa",67,210.76,,,CCD
2024-03,"Oliver, Jason","Oliver, Jason",169,602.17,,,CCD
2024-03,"Ortega, Carmen","Ortega, Carmen",192,625.83,,,CCD
2024-03,"Quinn, Robert","Quinn, Robert",15,49.92,,,CCD
2024-03,"Reyes, Diana","Reyes, Diana",39,126.22,,,CCD
2024-03,"Rivera, Carlos","Rivera, Carlos",119,391.03,,,CCD
2024-03,"Robinson, Tanya","Robinson, Tanya",77,278.74,,,CCD
2024-03,"Santos, Marisol","Santos, Marisol",237,800.575,,,CCD
2024-03,"Sato, Hiroshi","Sato, Hiroshi",167,488.51,,,CCD
2024-04,"Aldridge, Marcus","Aldridge, Marcus",58,207.67,,,CCD
2024-04,"Barlow, Stephanie","Barlow, Stephanie",112,422.26,,,CCD
2024-04,"Beckett, James","Beckett, James",70,235.24,,,CCD
2024-04,"Carver, Elena","Carver, Elena",63,220.9705,,,CCD
2024-04,"Chen, David","Chen, David",104,372.62,,,CCD
2024-04,"Cheng, Michelle","Cheng, Michelle",159,525.05,,,CCD
2024-04,"Cordova, Isabel","Cordova, Isabel",51,191.49,,,CCD
2024-04,"Daley, Kevin","Daley, Kevin",93,292.94,,,CCD
2024-04,"Denton, Rachel","Denton, Rachel",145,513.98,,,CCD
2024-04,"Devlin, Sean","Devlin, Sean",204,729.94,,,CCD
2024-04,"Donovan, Laura","Donovan, Laura",131,428.68,,,CCD
2024-04,"Farley, Christopher","Farley, Christopher",23,78.54,,,CCD
2024-04,"Franklin, Priya","Franklin, Priya",140,465.71,,,CCD
2024-04,"Garrett, Steven","Garrett, Steven",37,124.0,,,CCD
2024-04,"Gibson, Amanda","Gibson, Amanda",55,192.72,,,CCD
2024-04,"Graves, Anya","Graves, Anya",50,172.01,,,CCD
2024-04,"Griffin, Jonathan","Griffin, Jonathan",58,220.15,,,CCD
2024-04,"Hale, Samantha","Hale, Samantha",82,301.79,,,CCD
2024-04,"Hammond, Derek","Hammond, Derek",93,349.09,,,CCD
2024-04,"Harmon, Julia","Harmon, Julia",76,213.59,,,CCD
2024-04,"Hassan, Omar","Hassan, Omar",186,693.4,,,CCD
2024-04,"Holloway, Timothy","Holloway, Timothy",146,466.7,,,CCD
2024-04,"Hudson, Gregory","Hudson, Gregory",30,78.26,,,CCD
2024-04,"Hughes, Nadia","Hughes, Nadia",42,139.5,,,CCD
2024-04,"Jensen, Alicia","Jensen, Alicia",114,371.58,,,CCD
2024-04,"Jordan, Matthew","Jordan, Matthew",134,413.44,,,CCD
2024-04,"Kaufman, Rebecca","Kaufman, Rebecca",121,420.53,,,CCD
2024-04,"Kent, Daniel","Kent, Daniel",54,211.43,,,CCD
2024-04,"Kimura, Leslie","Kimura, Leslie",219,763.715,,,CCD
2024-04,"Lawson, Charles","Lawson, Charles",103,344.51,,,CCD
2024-04,"Lim, Angela","Lim, Angela",130,443.11,,,CCD
2024-04,"McCoy, Ethan","McCoy, Ethan",151,501.79,,,CCD
2024-04,"Monroe, Brian","Monroe, Brian",181,576.62,,,CCD
2024-04,"Morton, Andrew","Morton, Andrew",101,373.39,,,CCD
2024-04,"Nash, Vanessa","Nash, Vanessa",82,263.1,,,CCD
2024-04,"Oliver, Jason","Oliver, Jason",74,249.73,,,CCD
2024-04,"Ortega, Carmen","Ortega, Carmen",96,324.13,,,CCD
2024-04,"Park, Jennifer","Park, Jennifer",18,53.82,,,CCD
2024-04,"Quinn, Robert","Quinn, Robert",25,82.36,,,CCD
2024-04,"Reyes, Diana","Reyes, Diana",27,93.38,,,CCD
2024-04,"Rivera, Carlos","Rivera, Carlos",128,430.75,,,CCD
2024-04,"Robinson, Tanya","Robinson, Tanya",54,175.81,,,CCD
2024-04,"Santos, Marisol","Santos, Marisol",204,657.61,,,CCD
2024-04,"Sato, Hiroshi","Sato, Hiroshi",83,238.48,,,CCD
2024-05,"Aldridge, Marcus","Aldridge, Marcus",69,248.76,,,CCD
2024-05,"Barlow, Stephanie","Barlow, Stephanie",155,596.75,,,CCD
2024-05,"Beckett, James","Beckett, James",83,283.78,,,CCD
2024-05,"Carver, Elena","Carver, Elena",15,37.63,,,CCD
2024-05,"Chen, David","Chen, David",99,342.38,,,CCD
2024-05,"Cheng, Michelle","Cheng, Michelle",151,526.615,,,CCD
2024-05,"Cordova, Isabel","Cordova, Isabel",88,327.66,,,CCD
2024-05,"Daley, Kevin","Daley, Kevin",120,410.74,,,CCD
2024-05,"Denton, Rachel","Denton, Rachel",126,425.44,,,CCD
2024-05,"Devlin, Sean","Devlin, Sean",199,692.85,,,CCD
2024-05,"Donovan, Laura","Donovan, Laura",175,585.11,,,CCD
2024-05,"Farley, Christopher","Farley, Christopher",57,202.89,,,CCD
2024-05,"Franklin, Priya","Franklin, Priya",114,376.25,,,CCD
2024-05,"Garrett, Steven","Garrett, Steven",45,150.16,,,CCD
2024-05,"Gibson, Amanda","Gibson, Amanda",58,183.48,,,CCD
2024-05,"Graves, Anya","Graves, Anya",47,166.19,,,CCD
2024-05,"Griffin, Jonathan","Griffin, Jonathan",66,252.74,,,CCD
2024-05,"Hale, Samantha","Hale, Samantha",103,378.58,,,CCD
2024-05,"Hammond, Derek","Hammond, Derek",185,660.75,,,CCD
2024-05,"Harmon, Julia","Harmon, Julia",141,393.25,,,CCD
2024-05,"Hassan, Omar","Hassan, Omar",171,659.93,,,CCD
2024-05,"Holloway, Timothy","Holloway, Timothy",29,84.81,,,CCD
2024-05,"Hudson, Gregory","Hudson, Gregory",163,532.37,,,CCD
2024-05,"Hughes, Nadia","Hughes, Nadia",62,228.31,,,CCD
2024-05,"Jensen, Alicia","Jensen, Alicia",41,126.14,,,CCD
2024-05,"Jordan, Matthew","Jordan, Matthew",167,542.01,,,CCD
2024-05,"Kaufman, Rebecca","Kaufman, Rebecca",179,587.06,,,CCD
2024-05,"Kent, Daniel","Kent, Daniel",3,6.74,,,CCD
2024-05,"Kimura, Leslie","Kimura, Leslie",92,319.35,,,CCD
2024-05,"Lawson, Charles","Lawson, Charles",96,300.32,,,CCD
2024-05,"Lim, Angela","Lim, Angela",155,514.13,,,CCD
2024-05,"McCoy, Ethan","McCoy, Ethan",227,721.0,,,CCD
2024-05,"Monroe, Brian","Monroe, Brian",187,633.76,,,CCD
2024-05,"Morton, Andrew","Morton, Andrew",121,433.91,,,CCD
2024-05,"Nash, Vanessa","Nash, Vanessa",12,27.68,,,CCD
2024-05,"Oliver, Jason","Oliver, Jason",55,191.4,,,CCD
2024-05,"Quinn, Robert","Quinn, Robert",42,120.74,,,CCD
2024-05,"Reyes, Diana","Reyes, Diana",72,207.7105,,,CCD
2024-05,"Rivera, Carlos","Rivera, Carlos",93,291.29,,,CCD
2024-05,"Robinson, Tanya","Robinson, Tanya",40,118.35,,,CCD
2024-05,"Santos, Marisol","Santos, Marisol",153,533.17,,,CCD
2024-05,"Sato, Hiroshi","Sato, Hiroshi",171,481.84,,,CCD
2024-06,"Aldridge, Marcus","Aldridge, Marcus",78,277.0,,,CCD
2024-06,"Barlow, Stephanie","Barlow, Stephanie",168,618.03,,,CCD
2024-06,"Beckett, James","Beckett, James",78,241.92,,,CCD
2024-06,"Carver, Elena","Carver, Elena",34,113.45,,,CCD
2024-06,"Chen, David","Chen, David",52,161.02,,,CCD
2024-06,"Cheng, Michelle","Cheng, Michelle",164,573.4,,,CCD
2024-06,"Cordova, Isabel","Cordova, Isabel",79,274.33,,,CCD
2024-06,"Daley, Kevin","Daley, Kevin",143,496.38,,,CCD
2024-06,"Denton, Rachel","Denton, Rachel",104,355.11,,,CCD
2024-06,"Devlin, Sean","Devlin, Sean",176,593.67,,,CCD
2024-06,"Donovan, Laura","Donovan, Laura",173,576.25,,,CCD
2024-06,"Farley, Christopher","Farley, Christopher",37,128.54,,,CCD
2024-06,"Franklin, Priya","Franklin, Priya",96,330.48,,,CCD
2024-06,"Garrett, Steven","Garrett, Steven",44,161.75,,,CCD
2024-06,"Gibson, Amanda","Gibson, Amanda",18,60.08,,,CCD
2024-06,"Graves, Anya","Graves, Anya",40,123.33,,,CCD
2024-06,"Griffin, Jonathan","Griffin, Jonathan",43,151.4,,,CCD
2024-06,"Hale, Samantha","Hale, Samantha",128,435.24,,,CCD
2024-06,"Hammond, Derek","Hammond, Derek",181,667.89,,,CCD
2024-06,"Harmon, Julia","Harmon, Julia",154,454.32,,,CCD
2024-06,"Hassan, Omar","Hassan, Omar",173,662.35,,,CCD
2024-06,"Holloway, Timothy","Holloway, Timothy",30,88.99,,,CCD
2024-06,"Hughes, Nadia","Hughes, Nadia",46,148.345,,,CCD
2024-06,"Jensen, Alicia","Jensen, Alicia",66,195.48,,,CCD
2024-06,"Jordan, Matthew","Jordan, Matthew",149,477.08,,,CCD
2024-06,"Kaufman, Rebecca","Kaufman, Rebecca",164,544.6,,,CCD
2024-06,"Kimura, Leslie","Kimura, Leslie",99,351.114,,,CCD
2024-06,"Lawson, Charles","Lawson, Charles",134,440.72,,,CCD
2024-06,"Lim, Angela","Lim, Angela",116,393.29,,,CCD
2024-06,"McCoy, Ethan","McCoy, Ethan",164,557.15,,,CCD
2024-06,"Monroe, Brian","Monroe, Brian",205,713.7754,,,CCD
2024-06,"Morton, Andrew","Morton, Andrew",123,450.68,,,CCD
2024-06,"Nash, Vanessa","Nash, Vanessa",18,44.18,,,CCD
2024-06,"Oliver, Jason","Oliver, Jason",75,259.5,,,CCD
2024-06,"Quinn, Robert","Quinn, Robert",26,92.86,,,CCD
2024-06,"Reyes, Diana","Reyes, Diana",35,113.66,,,CCD
2024-06,"Rivera, Carlos","Rivera, Carlos",89,307.05,,,CCD
2024-06,"Robinson, Tanya","Robinson, Tanya",39,130.18,,,CCD
2024-06,"Santos, Marisol","Santos, Marisol",20,45.7,,,CCD
2024-06,"Sato, Hiroshi","Sato, Hiroshi",168,468.18,,,CCD
2024-07,"Aldridge, Marcus","Aldridge, Marcus",57,192.84,,,CCD
2024-07,"Barlow, Stephanie","Barlow, Stephanie",201,764.16,,,CCD
2024-07,"Beckett, James","Beckett, James",133,431.99,,,CCD
2024-07,"Carver, Elena","Carver, Elena",17,56.9,,,CCD
2024-07,"Chen, David","Chen, David",38,140.48,,,CCD
2024-07,"Cheng, Michelle","Cheng, Michelle",178,623.04,,,CCD
2024-07,"Cordova, Isabel","Cordova, Isabel",91,327.18,,,CCD
2024-07,"Daley, Kevin","Daley, Kevin",139,496.84,,,CCD
2024-07,"Denton, Rachel","Denton, Rachel",137,481.17,,,CCD
2024-07,"Devlin, Sean","Devlin, Sean",187,647.28,,,CCD
2024-07,"Donovan, Laura","Donovan, Laura",151,514.24,,,CCD
2024-07,"Ellison, Michael","Ellison, Michael",35,116.86,,,CCD
2024-07,"Farley, Christopher","Farley, Christopher",55,192.23,,,CCD
2024-07,"Garrett, Steven","Garrett, Steven",47,149.98,,,CCD
2024-07,"Graves, Anya","Graves, Anya",68,231.34,,,CCD
